cik,ticker,name,cik_s
1526520,TRIP,"TRIPADVISOR, INC.",0001526520
916789,HELE,HELEN OF TROY LIMITED,0000916789
1580905,IBP,"Installed Building Products, Inc.",0001580905
1827075,CVT,CVENT HOLDING CORP.,0001827075
1276520,GNW,"GENWORTH FINANCIAL, INC.",0001276520
896262,AMED,AMEDISYS INC,0000896262
1820953,AFRM,"Affirm Holdings, Inc.",0001820953
1593538,NAVI,NAVIENT CORP,0001593538
1114995,PI,"IMPINJ, INC.",0001114995
1424182,BNL,"BROADSTONE NET LEASE, INC.",0001424182
72333,JWN,"Nordstrom, Inc.",0000072333
1328581,BCC,Boise Cascade Company,0001328581
1725255,AHCO,AdaptHealth Corp.,0001725255
1049521,MRCY,"MERCURY SYSTEMS, INC.",0001049521
1653653,RRR,"RED ROCK RESORTS, INC.",0001653653
1497770,WD,"Walker & Dunlop, Inc.",0001497770
1057706,FBP,FIRST BANCORP,0001057706
1328237,DBC,INVESCO DB COMMODITY INDEX TRACKING FUND,0001328237
1364250,DEI,"Douglas Emmett, Inc.",0001364250
1439288,ZWS,ZURN ELKAY WATER SOLUTIONS CORPORATION,0001439288
1579428,AXSM,"AXSOME THERAPEUTICS, INC.",0001579428
1551306,PGNY,"Progyny, Inc.",0001551306
1576263,MRTX,"Mirati Therapeutics, Inc.",0001576263
109177,SPB,"Spectrum Brands Holdings, Inc.",0000109177
1704715,AMR,"ALPHA METALLURGICAL RESOURCES, INC.",0001704715
940942,HUBG,"HUB GROUP, INC.",0000940942
1388658,IRTC,"iRhythm Technologies, Inc.",0001388658
868780,DORM,"Dorman Products, Inc.",0000868780
1582961,DOCN,"DigitalOcean Holdings, Inc.",0001582961
885590,BHC,Bausch Health Companies Inc.,0000885590
3453,MATX,"Matson, Inc.",0000003453
1396440,MAIN,Main Street Capital Corporation,0001396440
1848309,SGML,SIGMA LITHIUM CORPORATION,0001848309
1827090,CERT,"Certara, Inc.",0001827090
797721,VSAT,"VIASAT, INC.",0000797721
1834622,HAYW,"Hayward Holdings, Inc.",0001834622
1651052,FOCS,Focus Financial Partners Inc.,0001651052
912093,VIAV,Viavi Solutions Inc.,0000912093
1054905,IOSP,INNOSPEC INC.,0001054905
1288469,MXL,"MaxLinear, Inc.",0001288469
1044896,IBA,Industrias Bachoco S.A.B. de C.V.,0001044896
1359841,HBI,Hanesbrands Inc.,0001359841
1739445,ACA,"Arcosa, Inc.",0001739445
1561894,HASI,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",0001561894
108516,WOR,"WORTHINGTON INDUSTRIES, INC",0000108516
1094972,UGP,ULTRAPAR HOLDINGS INC.,0001094972
1822829,OZON,Ozon Holdings PLC,0001822829
1679082,MYOV,Myovant Sciences Ltd.,0001679082
1161728,MGEE,"MGE Energy, Inc.",0001161728
874866,CRVL,CorVel Corporation,0000874866
913241,SHOO,"STEVEN MADDEN, LTD.",0000913241
1826470,WOOF,"Petco Health and Wellness Company, Inc.",0001826470
884713,PRMW,PRIMO WATER CORP,0000884713
1580560,FLYW,FLYWIRE CORPORATION,0001580560
1713952,VVNT,"Vivint Smart Home, Inc.",0001713952
1086600,ARLP,ALLIANCE RESOURCE PARTNERS LP,0001086600
90498,SFNC,SIMMONS FIRST NATIONAL CORP,0000090498
1820721,ARRY,"ARRAY TECHNOLOGIES, INC.",0001820721
1831651,SHLS,"Shoals Technologies Group, Inc.",0001831651
1780531,OCFT,"OneConnect Financial Technology Co., Ltd.",0001780531
1564618,IBTX,"Independent Bank Group, Inc.",0001564618
1689796,JBGS,JBG SMITH PROPERTIES,0001689796
1361113,VRNS,"VARONIS SYSTEMS, INC.",0001361113
1559053,PRTA,PROTHENA CORPORATION PUBLIC LIMITED COMPANY,0001559053
1579877,OUT,OUTFRONT Media Inc.,0001579877
746598,BRC,BRADY CORP,0000746598
800240,ODP,The ODP Corporation,0000800240
1466593,OTTR,OTTER TAIL CORPORATION,0001466593
1649094,PCVX,"VAXCYTE, INC.",0001649094
1740332,REZI,"Resideo Technologies, Inc.",0001740332
1293135,VET,Vermilion Energy Inc.,0001293135
1580670,LGIH,"LGI HOMES, INC.",0001580670
1760965,KTB,"KONTOOR BRANDS, INC.",0001760965
763744,LCII,LCI INDUSTRIES,0000763744
912242,MAC,MACERICH CO,0000912242
1459200,ALRM,"ALARM.COM HOLDINGS, INC.",0001459200
912615,URBN,"Urban Outfitters, Inc.",0000912615
877860,NHI,National Health Investors Inc,0000877860
1902733,NCNO,"nCino, Inc.",0001902733
1479419,KALA,"KALA PHARMACEUTICALS, INC.",0001479419
25743,TXMD,"THERAPEUTICSMD, INC.",0000025743
766829,SJW,SJW GROUP,0000766829
1869198,LTH,"Life Time Group Holdings, Inc.",0001869198
811532,FUN,"CEDAR FAIR, L.P.",0000811532
1592386,VIRT,"Virtu Financial, Inc.",0001592386
1078271,EXTR,"EXTREME NETWORKS, INC.",0001078271
773141,MDC,"M.D.C. HOLDINGS, INC.",0000773141
1433642,HLNE,HAMILTON LANE INCORPORATED,0001433642
888746,CCU,UNITED BREWERIES CO INC,0000888746
1109345,NVMI,NOVA LTD.,0001109345
1638833,SGRY,"Surgery Partners, Inc.",0001638833
1822479,SHC,SOTERA HEALTH COMPANY,0001822479
860413,FIBK,"FIRST INTERSTATE BANCSYSTEM, INC.",0000860413
1835539,OLK,Olink Holding AB (publ),0001835539
752714,MGRC,McGRATH RENTCORP,0000752714
1581990,PAGP,PLAINS GP HOLDINGS LP,0001581990
944148,CBZ,"CBIZ, Inc.",0000944148
1144800,TAC,TRANSALTA CORPORATION,0001144800
1230245,PIPR,PIPER SANDLER COMPANIES,0001230245
1632790,ENR,"ENERGIZER HOLDINGS, INC.",0001632790
1088856,CORT,CORCEPT THERAPEUTICS INC,0001088856
1877787,ZGN,Ermenegildo Zegna N.V.,0001877787
1628908,EVH,"Evolent Health, Inc.",0001628908
1166388,VRNT,Verint Systems Inc,0001166388
1023514,HMY,HARMONY GOLD MINING COMPANY LIMITED,0001023514
1265131,HTH,Hilltop Holdings Inc.,0001265131
26780,DAN,Dana Inc.,0000026780
1366868,GSAT,"GLOBALSTAR, INC.",0001366868
1821806,LESL,"LESLIE’S, INC.",0001821806
780571,ITRI,"ITRON, INC.",0000780571
1559865,EVTC,"EVERTEC, Inc.",0001559865
1253986,ABR,"Arbor Realty Trust, Inc.",0001253986
1670076,ULCC,"Frontier Group Holdings, Inc.",0001670076
1104506,INSM,INSMED INCORPORATED,0001104506
885245,BKE,"BUCKLE, INC",0000885245
1830214,DNA,"GINKGO BIOWORKS HOLDINGS, INC.",0001830214
1078075,NTCT,"NETSCOUT SYSTEMS, INC.",0001078075
1207179,GLNG,Golar LNG Limited,0001207179
708955,FFBC,FIRST FINANCIAL BANCORP OH,0000708955
94049,SCL,STEPAN COMPANY,0000094049
1671927,IMCR,Immunocore Holdings plc,0001671927
1723596,CLBK,"Columbia Financial, Inc.",0001723596
203596,WSBC,"WESBANCO, INC.",0000203596
751978,VICR,VICOR CORPORATION,0000751978
1857951,WEBR,Weber Inc.,0001857951
1597553,SAGE,"Sage Therapeutics, Inc.",0001597553
1279495,BTEGF,BAYTEX ENERGY CORP.,0001279495
1875444,ARHS,"Arhaus, Inc.",0001875444
1677576,IIPR,"Innovative Industrial Properties, Inc.",0001677576
1602065,VNOM,Viper Energy Partners LP,0001602065
1790982,ARNC,ARCONIC CORPORATION,0001790982
1308648,AG,FIRST MAJESTIC SILVER CORP.,0001308648
1040971,SLG,SL GREEN REALTY CORP,0001040971
1611647,FRPT,Freshpet INC,0001611647
745308,JOE,The St. Joe Company,0000745308
1811414,QS,QUANTUMSCAPE CORPORATION,0001811414
805676,PRK,PARK NATIONAL CORPORATION,0000805676
1067294,CBRL,"Cracker Barrel Old Country Store, Inc.",0001067294
1085869,PRFT,"PERFICIENT, INC.",0001085869
1477720,ASAN,"Asana, Inc.",0001477720
876167,PRGS,PROGRESS SOFTWARE CORP MA,0000876167
866706,ESE,ESCO TECHNOLOGIES INC.,0000866706
1676238,BRZE,"Braze, Inc.",0001676238
1114483,ITGR,INTEGER HOLDINGS CORPORATION,0001114483
913290,FRO,Frontline plc,0000913290
903129,THRM,GENTHERM INCORPORATED,0000903129
1158463,JBLU,JETBLUE AIRWAYS CORP,0001158463
1440972,LAC,LITHIUM AMERICAS CORP.,0001440972
887343,COLB,"COLUMBIA BANKING SYSTEM, INC.",0000887343
1530804,TROX,TRONOX HOLDINGS PLC,0001530804
1476765,GBDC,"GOLUB CAPITAL BDC, INC.",0001476765
1164863,NPO,"ENPRO INDUSTRIES, INC",0001164863
712534,FRME,FIRST MERCHANTS CORP,0000712534
1759655,PRVA,"Privia Health Group, Inc.",0001759655
1739566,UTZ,"Utz Brands, Inc.",0001739566
1299709,AX,"AXOS FINANCIAL, INC.",0001299709
1410939,ISEE,"IVERIC bio, Inc.",0001410939
105132,WDFC,WD-40 COMPANY,0000105132
1173420,NG,NOVAGOLD RESOURCES INC,0001173420
84748,ROG,ROGERS CORP,0000084748
105418,WMK,"WEIS MARKETS, INC",0000105418
701374,SIX,Six Flags Entertainment Corporation,0000701374
1314727,SONO,"SONOS, INC.",0001314727
1104485,NOG,"NORTHERN OIL AND GAS, INC.",0001104485
1561680,TPH,"Tri Pointe Homes, Inc.",0001561680
1020859,UNFI,"UNITED NATURAL FOODS, INC.",0001020859
835011,MGPI,"MGP INGREDIENTS, INC.",0000835011
1702780,ATUS,"Altice USA, Inc.",0001702780
1142596,NUVA,NUVASIVE INC,0001142596
1329394,SIMO,Silicon Motion Technology Corporation,0001329394
928022,CPE,Callon Petroleum Co,0000928022
1408100,KW,"Kennedy-Wilson Holdings, Inc.",0001408100
1749704,AGTI,"AGILITI, INC. \DE",0001749704
1823306,LSPD,LIGHTSPEED COMMERCE INC.,0001823306
1895262,NE,Noble Corporation plc,0001895262
1597033,SABR,Sabre Corporation,0001597033
1764013,IMVT,"IMMUNOVANT, INC.",0001764013
1600438,GMS,GMS INC.,0001600438
1096752,EPC,EDGEWELL PERSONAL CARE COMPANY,0001096752
36146,TRMK,Trustmark Corp,0000036146
1792849,HPK,"HighPeak Energy, Inc.",0001792849
1828962,CRCT,"Cricut, Inc.",0001828962
1021561,NUS,"NU SKIN ENTERPRISES, INC.",0001021561
1517302,APAM,Artisan Partners Asset Management Inc.,0001517302
1682745,VRRM,VERRA MOBILITY CORPORATION,0001682745
1721947,JAMF,JAMF HOLDING CORP.,0001721947
946673,BANR,BANNER CORPORATION,0000946673
1800667,FROG,JFrog Ltd.,0001800667
1584425,TCN,TRICON RESIDENTIAL INC.,0001584425
278166,CVCO,CAVCO INDUSTRIES INC.,0000278166
1876183,IHS,IHS Holding Ltd,0001876183
1359711,MFGP,Micro Focus International plc,0001359711
55242,KMT,KENNAMETAL INC.,0000055242
1655891,TRMD,TORM plc,0001655891
1856485,SLVM,SYLVAMO CORPORATION,0001856485
9984,B,BARNES GROUP INC,0000009984
882796,BCRX,"BIOCRYST PHARMACEUTICALS, INC.",0000882796
936528,WAFD,WASHINGTON FEDERAL INC,0000936528
1498710,SAVE,"SPIRIT AIRLINES, INC.",0001498710
1627272,OR,OSISKO GOLD ROYALTIES LTD,0001627272
1192448,GKOS,GLAUKOS Corp,0001192448
1124804,MDRX,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",0001124804
1276671,ITCB,BANCO ITAU CHILE,0001276671
1720990,FSR,Fisker Inc.DE,0001720990
1356576,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",0001356576
1323885,ATRC,"AtriCure, Inc.",0001323885
1856314,YOU,"CLEAR SECURE, INC.",0001856314
1345016,YELP,YELP INC.,0001345016
1037676,ARCH,"Arch Resources, Inc.",0001037676
886346,KAI,KADANT INC,0000886346
1013880,TTEC,"TTEC Holdings, Inc.",0001013880
1711279,KRYS,"Krystal Biotech, Inc.",0001711279
891014,MTX,MINERALS TECHNOLOGIES INC.,0000891014
1688476,NEX,NexTier Oilfield Solutions Inc.,0001688476
1368622,AVAV,"AEROVIRONMENT, INC.",0001368622
1552797,DKL,"DELEK LOGISTICS PARTNERS, LP",0001552797
1295810,SHO,"Sunstone Hotel Investors, Inc.",0001295810
1568100,PD,"PAGERDUTY, INC.",0001568100
1650132,FCPT,"Four Corners Property Trust, Inc.",0001650132
1355444,ERJ,EMBRAER S.A.,0001355444
1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",0001411579
19745,CPK,CHESAPEAKE UTILITIES CORP,0000019745
1446847,IRWD,"IRONWOOD PHARMACEUTICALS, INC.",0001446847
1500217,AAT,"AMERICAN ASSETS TRUST, INC.",0001500217
1654126,ZIM,ZIM INTEGRATED SHIPPING SERVICES LTD.,0001654126
1451809,SITM,SiTime Corporation,0001451809
1527508,PTVE,PACTIV EVERGREEN INC.,0001527508
1070235,BB,BlackBerry Limited,0001070235
1549346,SSTK,"SHUTTERSTOCK, INC.",0001549346
715072,RNST,RENASANT CORP,0000715072
1829948,CIXX,CI Financial Corp.,0001829948
1698535,NXE,NexGen Energy Ltd,0001698535
1569345,CXM,"Sprinklr, Inc.",0001569345
1819848,JOBY,"Joby Aviation, Inc.",0001819848
1013131,BVN,BUENAVENTURA MINING CO INC,0001013131
744218,CLDX,"Celldex Therapeutics, Inc.",0000744218
1013934,STRA,"Strategic Education, Inc.",0001013934
1710366,CEIX,CONSOL Energy Inc,0001710366
64996,MCY,MERCURY GENERAL CORPORATION,0000064996
50725,GFF,GRIFFON CORPORATION,0000050725
1582313,XENE,XENON PHARMACEUTICALS INC.,0001582313
821130,USM,UNITED STATES CELLULAR CORPORATION,0000821130
1795139,GTBIF,GREEN THUMB INDUSTRIES INC.,0001795139
1210677,FA,First Advantage Corporation,0001210677
1283140,HEP,HOLLY ENERGY PARTNERS LP,0001283140
1043509,SAH,"SONIC AUTOMOTIVE, INC.",0001043509
893691,DOOR,Masonite International Corporation,0000893691
920112,HTLF,"HEARTLAND FINANCIAL USA, INC.",0000920112
78749,AGYS,"AGILYSYS, INC.",0000078749
1369568,CPRX,"CATALYST PHARMACEUTICALS, INC.",0001369568
1666291,CMTG,"Claros Mortgage Trust, Inc.",0001666291
1518621,ORC,"Orchid Island Capital, Inc.",0001518621
1806837,VERX,"Vertex, Inc.",0001806837
1772695,NOVA,Sunnova Energy International Inc.,0001772695
1005757,CSGS,"CSG SYSTEMS INTERNATIONAL, INC.",0001005757
742278,RES,"RPC, INC.",0000742278
1617553,ZIP,"ZIPRECRUITER, INC.",0001617553
1481513,JKS,"JinkoSolar Holding Co., Ltd.",0001481513
1375877,CSIQ,CANADIAN SOLAR INC.,0001375877
1575828,XPRO,Expro Group Holdings N.V.,0001575828
1809519,GDRX,"GoodRx Holdings, Inc.",0001809519
894081,ATSG,"Air Transport Services Group, Inc.",0000894081
913760,SNEX,StoneX Group Inc.,0000913760
59440,VGR,VECTOR GROUP LTD,0000059440
1704720,CNNE,"CANNAE HOLDINGS, INC.",0001704720
1386716,SBLK,STAR BULK CARRIERS CORP.,0001386716
1590364,FTAI,FTAI AVIATION LTD.,0001590364
1299130,PACB,"Pacific Biosciences of California, Inc.",0001299130
88941,SMTC,SEMTECH CORP,0000088941
1819994,RKLB,"ROCKET LAB USA, INC.",0001819994
1714174,BUR,BURFORD CAPITAL LIMITED,0001714174
1522727,USAC,"USA Compression Partners, LP",0001522727
1041803,PSMT,"PriceSmart, Inc.",0001041803
931427,TGS,GAS TRANSPORTER OF THE SOUTH INC.,0000931427
1610250,BOOT,"BOOT BARN HOLDINGS, INC.",0001610250
1532961,NVEE,"NV5 Global, Inc.",0001532961
1025835,EFSC,ENTERPRISE FINANCIAL SERVICES CORP,0001025835
887733,CENT,Central Garden & Pet Company,0000887733
1560327,RPD,"RAPID7, INC.",0001560327
1576940,CCS,"Century Communities, Inc.",0001576940
899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC",0000899715
1655759,ARVN,"ARVINAS, INC.",0001655759
1624794,CSWI,"CSW INDUSTRIALS, INC.",0001624794
1694426,DK,"DELEK US HOLDINGS, INC.",0001694426
1371285,TRUP,"TRUPANION, INC.",0001371285
1570827,VCTR,"Victory Capital Holdings, Inc.",0001570827
1362004,ICFI,"ICF International, Inc.",0001362004
1546417,BLMN,"BLOOMIN’ BRANDS, INC.",0001546417
1469395,PAM,Pampa Energy Inc.,0001469395
1626115,PJT,PJT Partners Inc.,0001626115
1782170,RELY,"Remitly Global, Inc.",0001782170
1407623,ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP,0001407623
1525769,PLAY,"Dave & Buster’s Entertainment, Inc.",0001525769
790359,NBTB,NBT BANCORP INC,0000790359
1104657,MTRN,MATERION CORPORATION,0001104657
721994,LKFN,LAKELAND FINANCIAL CORPORATION,0000721994
1563411,CSTM,Constellium SE,0001563411
1727263,FTDR,"Frontdoor, Inc.",0001727263
1712184,LILA,Liberty Latin America Ltd.,0001712184
1590717,CTRE,"CareTrust REIT, Inc.",0001590717
730464,ATGE,Adtalem Global Education Inc.,0000730464
1835256,NAPA,"The Duckhorn Portfolio, Inc.",0001835256
1543916,FORG,"ForgeRock, Inc.",0001543916
107687,WGO,"WINNEBAGO INDUSTRIES, INC.",0000107687
1858257,AVDX,"AvidXchange Holdings, Inc.",0001858257
730708,SBCF,Seacoast Banking Corporation of Florida,0000730708
1110805,NS,NuStar Energy L.P.,0001110805
1024795,HLIO,"HELIOS TECHNOLOGIES, INC.",0001024795
1857154,DNUT,"Krispy Kreme, Inc.",0001857154
1651958,EOSS,EOS Inc.,0001651958
894405,ARCB,ARCBEST CORPORATION,0000894405
1834488,NABL,"N-able, Inc.",0001834488
17843,CRS,CARPENTER TECHNOLOGY CORPORATION,0000017843
1039399,FORM,"FormFactor, Inc.",0001039399
1180262,HLF,HERBALIFE LTD.,0001180262
1547903,NMIH,"NMI Holdings, Inc.",0001547903
1845815,PAYO,Payoneer Global Inc.,0001845815
1405495,IDCC,"INTERDIGITAL, INC.",0001405495
1620533,SHAK,SHAKE SHACK INC.,0001620533
50493,IMKTA,"INGLES MARKETS, INC",0000050493
836157,LNN,Lindsay Corporation,0000836157
887596,CAKE,THE CHEESECAKE FACTORY INCORPORATED,0000887596
1651562,COUR,"COURSERA, INC.",0001651562
912766,LAUR,"Laureate Education, Inc.",0000912766
1681769,CCYC,CLANCY CORP.,0001681769
789460,INT,WORLD FUEL SERVICES CORPORATION,0000789460
1553079,ESBA,"EMPIRE STATE REALTY OP, L.P.",0001553079
1050446,MSTR,MICROSTRATEGY INCORPORATED,0001050446
1471265,NWBI,"NORTHWEST BANCSHARES, INC.",0001471265
1690680,NMRK,"NEWMARK GROUP, INC.",0001690680
1823239,MRVI,"Maravai LifeSciences Holdings, Inc.",0001823239
711377,NEOG,Neogen Corporation,0000711377
1326110,IBRX,"IMMUNITYBIO, INC.",0001326110
1649749,FBK,FB FINANCIAL CORPORATION,0001649749
1397702,SILK,"SILK ROAD MEDICAL, INC.",0001397702
1511337,RLJ,RLJ LODGING TRUST,0001511337
1828248,CVII,CHURCHILL CAPITAL CORP VII,0001828248
1679049,INSW,"INTERNATIONAL SEAWAYS, INC.",0001679049
73756,OII,OCEANEERING INTERNATIONAL INC,0000073756
1691303,HCC,"Warrior Met Coal, Inc.",0001691303
1396814,PCRX,"PACIRA BIOSCIENCES, INC.",0001396814
1800347,ETWO,"E2open Parent Holdings, Inc.",0001800347
1504776,WRBY,Warby Parker Inc.,0001504776
1350593,MWA,"MUELLER WATER PRODUCTS, INC.",0001350593
1591587,AMK,"ASSETMARK FINANCIAL HOLDINGS, INC.",0001591587
1136352,CEQP,Crestwood Equity Partners LP,0001136352
1767258,XPEL,"XPEL, INC.",0001767258
1494259,CARG,"CARGURUS, INC.",0001494259
1474098,PEB,PEBBLEBROOK HOTEL TRUST,0001474098
1854640,CGAU,CENTERRA GOLD INC.,0001854640
65270,MEI,"METHODE ELECTRONICS, INC.",0000065270
1812364,RLAY,"RELAY THERAPEUTICS, INC.",0001812364
1869858,SSU,SIGNA Sports United N.V.,0001869858
897077,ALG,ALAMO GROUP INC.,0000897077
1611005,KEN,KENON HOLDINGS LTD,0001611005
1611547,UE,URBAN EDGE PROPERTIES,0001611547
1307748,IVT,INVENTRUST PROPERTIES CORP.,0001307748
921299,FGEN,"FIBROGEN, INC.",0000921299
1588978,PRCT,PROCEPT BioRobotics Corporation,0001588978
1688852,SAFE,Safehold Inc.,0001688852
1339605,HEES,"H&E Equipment Services, Inc.",0001339605
1829864,TASK,"TaskUs, Inc.",0001829864
1309402,GPRE,GREEN PLAINS INC.,0001309402
1298946,DRH,DIAMONDROCK HOSPITALITY CO,0001298946
1393066,RFP,RESOLUTE FOREST PRODUCTS INC.,0001393066
1628171,RVMD,"Revolution Medicines, Inc.",0001628171
1845257,LFST,"LifeStance Health Group, Inc.",0001845257
1178970,PFS,"PROVIDENT FINANCIAL SERVICES, INC.",0001178970
66382,MLKN,"MillerKnoll, Inc.",0000066382
1384101,VCYT,"VERACYTE, INC.",0001384101
1537054,GOGO,Gogo Inc.,0001537054
1295401,TBBK,"THE BANCORP, INC.",0001295401
835324,SYBT,"Stock Yards Bancorp, Inc.",0000835324
1395942,KAR,"KAR Auction Services, Inc.",0001395942
1607939,UDMY,"Udemy, Inc.",0001607939
1711375,LOMA,LOMA NEGRA COMPANIA INDUSTRIALARGENTINA SOCIEDAD ANONIMA,0001711375
1531978,FNA,"Paragon 28, Inc.",0001531978
1704596,EVOP,"EVO Payments, Inc.",0001704596
1599489,VRTV,VERITIV CORPORATION,0001599489
799167,MRTN,"MARTEN TRANSPORT, LTD",0000799167
1495932,EXPI,"EXP WORLD HOLDINGS, INC.",0001495932
910406,HAIN,"THE HAIN CELESTIAL GROUP, INC.",0000910406
1587523,KN,Knowles Corporation,0001587523
1230992,MAG,MAG SILVER CORP.,0001230992
75288,OXM,"OXFORD INDUSTRIES, INC.",0000075288
1851003,ZETA,ZETA GLOBAL HOLDINGS CORP.,0001851003
1468328,ADUS,ADDUS HOMECARE CORPORATION,0001468328
733269,RAMP,"LiveRamp Holdings, Inc.",0000733269
1795250,MSGE,SPHERE ENTERTAINMENT CO.,0001795250
918608,EGO,ELDORADO GOLD CORP FI,0000918608
1029145,GOGL,Golden Ocean Group Limited,0001029145
1709682,CTOS,"CUSTOM TRUCK ONE SOURCE, INC.",0001709682
700923,MYRG,MYR GROUP INC.,0000700923
1576427,CRTO,Criteo S.A.,0001576427
1772253,FLNG,FLEX LNG Ltd.,0001772253
861459,GVA,GRANITE CONSTRUCTION INC,0000861459
1439222,AGIO,"AGIOS PHARMACEUTICALS, INC.",0001439222
1867325,GET,Getnet Adquirencia E Servicos Para Meios De Pagamento S.A.,0001867325
1565687,INTA,"Intapp, Inc.",0001565687
1116942,TTMI,"TTM TECHNOLOGIES, INC.",0001116942
21535,COHU,COHU INC,0000021535
933036,RCII,"Upbound Group, Inc.",0000933036
1412408,PHR,"PHREESIA, INC.",0001412408
1712189,TH,TARGET HOSPITALITY CORP.,0001712189
703351,EAT,"BRINKER INTERNATIONAL, INC.",0000703351
1410384,QTWO,"Q2 Holdings, Inc.",0001410384
824410,SASR,"SANDY SPRING BANCORP, INC.",0000824410
1368458,SBH,"SALLY BEAUTY HOLDINGS, INC.",0001368458
1280784,HTGC,"Hercules Capital, Inc.",0001280784
1052752,GTY,GETTY REALTY CORP.,0001052752
1744659,AKRO,"Akero Therapeutics, Inc.",0001744659
1746618,RVLV,"REVOLVE GROUP, INC.",0001746618
1467760,ARI,"Apollo Commercial Real Estate Finance, Inc.",0001467760
1083446,AMEH,"Apollo Medical Holdings, Inc.",0001083446
1413159,TGH,Textainer Group Holdings Limited,0001413159
1750,AIR,AAR CORP,0000001750
1688757,ESTA,Establishment Labs Holdings Inc.,0001688757
1128361,HOPE,"HOPE BANCORP, INC.",0001128361
1851194,VTYX,"Ventyx Biosciences, Inc.",0001851194
850141,HMN,HORACE MANN EDUCATORS CORPORATION,0000850141
311094,WABC,WESTAMERICA BANCORPORATION,0000311094
876427,MNRO,"Monro, Inc.",0000876427
1758057,LAZR,"Luminar Technologies, Inc.DE",0001758057
1326732,XNCR,"Xencor, Inc",0001326732
6955,EPAC,ENERPAC TOOL GROUP CORP.,0000006955
912562,ROCK,"GIBRALTAR INDUSTRIES, INC.",0000912562
1286139,LZ,"LegalZoom.com, Inc.",0001286139
1826600,MNTK,"Montauk Renewables, Inc.",0001826600
1796022,STEP,STEPSTONE GROUP INC.,0001796022
1275014,UCTT,"Ultra Clean Holdings, Inc.",0001275014
1756262,TMDX,"TransMedics Group, Inc.",0001756262
1657312,VRNA,Verona Pharma plc,0001657312
1160951,DCT,"Duck Creek Technologies, Inc.",0001160951
1517228,COMM,"CommScope Holding Company, Inc.",0001517228
883237,VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",0000883237
1227654,CMP,"Compass Minerals International, Inc.",0001227654
1453015,BLDP,Ballard Power Systems Inc.,0001453015
1653242,NTB,The Bank of N.T. Butterfield & Son Limited,0001653242
1289848,HURN,HURON CONSULTING GROUP INC.,0001289848
317788,APPS,"DIGITAL TURBINE, INC.",0000317788
924901,VRE,"Veris Residential, Inc.",0000924901
1866581,BROS,DUTCH BROS INC.,0001866581
1733998,NWN,NORTHWEST NATURAL HOLDING COMPANY,0001733998
1118417,MODN,"Model N, Inc.",0001118417
1627475,UPWK,UPWORK INC.,0001627475
1185348,PRAA,"PRA Group, Inc",0001185348
76605,PATK,"PATRICK INDUSTRIES, INC.",0000076605
1853145,EVCM,EverCommerce Inc.,0001853145
1786205,ACLX,"ARCELLX, INC.",0001786205
874499,GPOR,Gulfport Energy Corporation,0000874499
75252,OMI,"Owens & Minor, Inc.",0000075252
1409493,CIM,CHIMERA INVESTMENT CORPORATION,0001409493
1827980,EMBK,"EMBARK TECHNOLOGY, INC.",0001827980
1001316,TGTX,"TG THERAPEUTICS, INC.",0001001316
1108134,BHLB,"BERKSHIRE HILLS BANCORP, INC.",0001108134
1724965,TALO,Talos Energy Inc.,0001724965
1572694,GSBD,"Goldman Sachs BDC, Inc.",0001572694
794172,VIVO,"MERIDIAN BIOSCIENCE, INC.",0000794172
1739942,SWI,SolarWinds Corp,0001739942
907242,MCRI,"MONARCH CASINO & RESORT, INC",0000907242
799292,MHO,"MI HOMES, INC.",0000799292
356171,TCBK,TriCo Bancshares,0000356171
1084961,ECPG,"ENCORE CAPITAL GROUP, INC.",0001084961
1094831,BGCP,"BGC Partners, Inc.",0001094831
1822492,HLMN,Hillman Solutions Corp.,0001822492
811589,FBNC,FIRST BANCORP,0000811589
1138639,INFN,INFINERA CORPORATION,0001138639
1616318,VSTO,Vista Outdoor Inc.,0001616318
1267395,AHL-PC,ASPEN INSURANCE HOLDINGS LIMITED,0001267395
926282,ADTN,"ADTRAN Holdings, Inc.",0000926282
912463,GES,GUESS INC,0000912463
1534675,TGLS,TECNOGLASS INC.,0001534675
1616000,XHR,"Xenia Hotels & Resorts, Inc.",0001616000
1842718,IAS,INTEGRAL AD SCIENCE HOLDING CORP.,0001842718
807882,JACK,JACK IN THE BOX INC.,0000807882
1717393,CAAP,CORPORACION AMERICA AIRPORTS S.A.,0001717393
1645070,STER,Sterling Check Corp.,0001645070
1809987,MIR,"Mirion Technologies, Inc.",0001809987
1880319,PRM,"PERIMETER SOLUTIONS, SA",0001880319
1039065,OSIS,"OSI SYSTEMS, INC.",0001039065
929351,LGF-A,LIONS GATE ENTERTAINMENT CORP CN,0000929351
1415404,SATS,EchoStar Corporation,0001415404
1839839,JBI,"JANUS INTERNATIONAL GROUP, INC.",0001839839
1050441,EGBN,"Eagle Bancorp, Inc.",0001050441
1813756,WE,WEWORK INC.,0001813756
98222,TDW,TIDEWATER INC,0000098222
